X,Y,STOP_ID,building_area,civic,commercial,residential,industrial,SN_cat,Crosstown_cat,Express_cat,Local_cat,Flyer_cat,NightOwl_cat,HighFreq_cat,InOut_cat,Clockwise_cat,hotline_1,utshuttle_cat,Special_cat,school_count,stadium_count,medInc,count,population,mean_on,r7,r801,r10,r20,r803,r300,typology,label,pred_xgb,xgb,Differences
-97.74633874,30.27896561,243,1342452.814,0.053925868,0.105620348,0.372373047,0.009466001,0,0,0,0,0,0,1,0,0,0,0,0,14,1,62604,122.6,300,247.7815325,0,0,0,0,0,0,CBD,Downtown,227.299077,227.299077,0
-97.70106551,30.35680916,466,497967.0817,0.004934462,0.028362241,0.94380601,0.004390764,1,0,0,others,0,others,0,0,0,0,0,0,19,1,36806,92,417,224.5132655,0,0,0,0,0,0,Rest,North Austin Civic Association,271.599003,271.599003,0
-97.7031279,30.35529611,467,591459.4918,0.00227577,0.025239253,0.932189095,0.015350852,1,0,0,others,0,others,0,0,0,0,0,0,13,1,36806,92,410,749.240588,0,0,0,0,0,0,Rest,North Austin Civic Association,504.6145836,504.6145836,0
-97.70608203,30.35313912,468,762142.6934,0.007926178,0.03571086,0.908335756,0.019881022,1,0,0,others,0,others,0,0,0,0,0,0,12,1,36806,92,392,226.0445381,0,0,0,0,0,0,Rest,North Austin Civic Association,240.0337763,240.0337763,0
-97.70729488,30.3522556,469,993710.3891,0.010480483,0.037170573,0.901159045,0.022426316,1,0,0,others,0,others,0,0,0,0,0,0,10,1,36806,92,380,223.7870881,0,0,0,0,0,0,Rest,North Austin Civic Association,249.7139653,249.7139653,0
-97.71396555,30.34604383,471,1360701.5,0.004325311,0.044986691,0.852415289,0.012448021,1,0,0,1,0,0,0,0,0,0,0,0,8,1,110226,73,308,306.4634055,0,0,0,0,0,0,Rest,Crestview,276.5017578,276.5017578,0
-97.71565314,30.34316334,472,730165.1314,0.005021788,0.027886638,0.897175508,0.004878371,1,0,0,others,0,others,0,0,0,0,0,0,8,1,110226,92,281,214.0736033,0,0,0,0,0,0,Rest,Crestview,210.6419231,210.6419231,0
-97.72000555,30.33620383,474,1050987.844,0.004327846,0.034692659,0.901929549,0.010683166,1,0,0,others,0,others,0,0,0,0,0,0,1,1,61333,92.2,190,201.6488428,0,0,0,0,0,0,Rest,Brentwood,201.2014223,201.2014223,0
-97.72132218,30.33410928,475,1032585.442,0.010188753,0.039902674,0.902545955,0.013609627,1,0,0,others,0,others,0,0,0,0,0,0,5,1,61333,92.2,168,204.0964557,0,0,0,0,0,0,Rest,Brentwood,191.4185214,191.4185214,0
-97.72363629,30.33042504,476,1295766.685,0.014005821,0.055424959,0.87204553,0.018667969,1,0,0,others,0,others,0,0,0,0,0,0,43,1,61333,91.8,155,208.5991527,0,0,0,0,0,0,Rest,Brentwood,223.5555351,223.5555351,0
-97.72752755,30.32424683,480,1012472.094,0.023275732,0.032973162,0.91541515,0.002641761,1,0,0,others,0,others,0,0,0,0,0,0,56,1,72266,92.2,162,213.8799985,0,0,0,0,0,0,Rest,Brentwood,237.1361871,237.1361871,0
-97.7293736,30.32130784,482,1692442.186,0.027435406,0.027706953,0.914469976,0.001715225,1,0,0,others,0,others,0,0,0,0,0,0,27,1,72266,92.2,166,181.33335,0,0,0,0,0,0,Rest,Brentwood,234.9521925,234.9521925,0
-97.73080517,30.31905071,483,3350620.523,0.023031478,0.031492747,0.907032362,0.001914105,1,0,0,others,0,others,0,0,0,0,0,0,21,1,72266,92.2,167,228.1552561,0,0,0,0,0,0,Rest,Brentwood,220.7920014,220.7920014,0
-97.73252318,30.31463028,484,4706491.667,0.024956167,0.044296778,0.894894526,0.001809428,others,0,0,others,0,others,others,others,0,0.58685446,others,0,1,1,68611,361.6,155,770.8463347,0,1,0,0,0,0,Rest,Triangle State,754.3409685,754.3409685,0
-97.7329584,30.31116276,485,1578466.222,0.025512389,0.040463269,0.895286911,0.001567944,1,0,0,others,0,others,0,0,0,0,0,0,1,1,68611,92.2,147,246.1412735,0,0,0,0,0,0,Rest,Triangle State,248.4595975,248.4595975,0
-97.73439524,30.30883127,486,1134162.549,0.029926114,0.046578338,0.851839028,0.001431845,1,0,0,others,0,others,0,0,0,0,0,0,2,1,68611,92,136,247.3452152,0,0,0,0,0,0,Rest,Triangle State,248.0627873,248.0627873,0
-97.73575572,30.30670338,487,2142090.974,0.025182557,0.053396901,0.828602129,0.001302027,1,0,0,others,0,others,0,0,0,0,0,0,2,1,68611,92,132,250.6008697,0,0,0,0,0,0,Rest,Triangle State,238.8989932,238.8989932,0
-97.73896028,30.30167414,489,994418.9324,0.017809471,0.070279543,0.796337364,0.00125648,1,0,0,others,0,others,0,0,0,0,0,0,3,1,60882,209.2,152,277.1547361,0,0,0,0,0,0,Rest,West University,298.0515859,298.0515859,0
-97.73970878,30.30045562,490,842685.5381,0.016575705,0.069092066,0.807814873,0,1,0,0,others,0,others,0,0,0,0,0,0,7,1,60882,208.6,191,281.0416439,0,0,0,0,0,0,Rest,West University,265.5367513,265.5367513,0
-97.74202809,30.29680363,492,1091005.761,0.017664887,0.077198758,0.801908709,0,1,0,0,others,0,others,0,0,0,0,0,0,12,1,60882,209,390,238.583325,0,0,0,0,0,0,Rest,West University,288.9764276,288.9764276,0
-97.74130995,30.29219693,494,5118065.39,0.022741967,0.100822833,0.780379428,0,1,0,0,others,0,others,0,0,0,0,0,0,10,1,9821,208.4,544,287.0889335,0,0,0,0,0,0,Rest,West University,232.1936576,232.1936576,0
-97.74140804,30.29067306,495,5141401.278,0.038621642,0.126696138,0.705259542,0,1,0,others,others,0,others,0,0,0,0,0,0,10,1,9821,269.6,604,230.2096754,0,0,0,0,0,0,Rest,West University,201.6462128,201.6462128,0
-97.74181517,30.28606366,497,7928254.799,0.087006357,0.15825118,0.50648021,0.006483856,1,0,others,others,others,others,others,0,0,0.642701525,0,0,10,6,8750,804.8,592,428.0470038,0,1,0,1,1,0,Rest,West University,430.7652172,430.7652172,0
-97.74208129,30.28338403,498,7658185.078,0.072337849,0.148993536,0.399498502,0.009107388,others,0,others,others,others,others,others,0,0,0.244525547,others,0,1,8,8750,510.6,464,196.2467493,0,0,0,1,0,0,Rest,West University,205.0575815,205.0575815,0
-97.74270752,30.27896216,501,6025127.632,0.076031241,0.124073138,0.2486269,0.009707346,others,0,others,others,others,others,others,others,0,0.201807229,others,0,5,1,62604,621.6,231,219.671495,0,0,0,1,0,0,CBD,Downtown,219.5985003,219.5985003,0
-97.74137576,30.27269988,506,6866788.944,0.035661547,0.283388531,0.059751845,0.008062637,1,0,0,0,0,1,0,0,0,0,0,0,27,1,119924,11,103,29.48707367,0,0,0,0,0,0,CBD,Downtown,29.66647878,29.66647878,0
-97.74768538,30.25538531,517,3075206.516,0.013891752,0.087048824,0.779901982,0.001618399,1,0,0,others,0,others,0,0,0,0,0,0,256,1,68589,87,184,219.8521762,0,0,0,0,0,0,Rest,Bouldin Creek,219.6793534,219.6793534,0
-97.75226256,30.24305764,522,1417390.783,0.013440417,0.061210406,0.886632484,0.001002302,1,0,0,others,0,others,0,0,0,0,0,0,41,1,68589,87,226,216.2294231,0,0,0,0,0,0,Rest,Bouldin Creek,221.1944391,221.1944391,0
-97.75290514,30.24033324,524,1266337.998,0.01111539,0.055533412,0.900137052,0.000664505,1,0,0,others,0,others,0,0,0,0,0,0,38,1,68589,87,251,212.5560593,0,0,0,0,0,0,Rest,Bouldin Creek,200.8750106,200.8750106,0
-97.75637374,30.23569482,526,1443732.384,0.012167963,0.048950075,0.907154035,0.001903896,1,0,0,others,0,others,0,0,0,0,0,0,34,1,63523,86.6,266,215.5642356,0,0,0,0,0,0,Rest,Dawson,210.8924737,210.8924737,0
-97.75853,30.23259,527,576334.1792,0.011107531,0.034659719,0.923548331,0.005802894,1,0,0,others,0,others,0,0,0,0,0,0,20,1,63523,86.6,271,209.3709152,0,0,0,0,0,0,Rest,Dawson,190.4595272,190.4595272,0
-97.7598699,30.23044988,528,860920.408,0.011993678,0.036535691,0.905609701,0.01321163,1,0,0,others,0,others,0,0,0,0,0,0,20,1,63523,86.6,272,188.86935,0,0,0,0,0,0,Rest,Dawson,204.1386655,204.1386655,0
-97.76193455,30.22689556,529,2585021.828,0.011751163,0.055619641,0.829466709,0.032922738,1,0,0,others,0,others,0,0,0,0,0,0,11,1,63523,86.6,271,197.0043543,0,0,0,0,0,0,Rest,Dawson,214.3378934,214.3378934,0
-97.76541117,30.22076271,531,1039556.558,0.011818478,0.114575397,0.622543016,0.143673429,1,0,0,others,0,others,0,0,0,0,0,0,3,1,46250,86.6,265,184.2943549,0,0,0,0,0,0,Rest,West Congress,204.1963968,204.1963968,0
-97.76688254,30.21843626,532,2000608.393,0.00909968,0.073496832,0.749053207,0.093992271,1,0,0,others,0,others,0,0,0,0,0,0,3,1,46250,86.6,263,512.7906661,0,0,0,0,0,0,Rest,West Congress,332.6578889,332.6578889,0
-97.76923202,30.21474847,543,693248.2293,0.005004896,0.0245032,0.906297637,0.030648929,1,0,0,others,0,others,0,0,0,0,0,0,1,1,46250,86.6,266,179.9117793,0,0,0,0,0,0,Rest,West Congress,188.6670904,188.6670904,0
-97.77310811,30.20868505,545,753290.5586,0.005198558,0.01722385,0.941721491,0.000687951,1,0,0,others,0,others,0,0,0,0,0,0,1,1,60919,86.4,277,174.4499936,0,0,0,0,0,0,Rest,West Congress,192.44244,192.44244,0
-97.77514131,30.20426326,546,581192.9689,0.009620466,0.020958475,0.930822022,0.002514218,1,0,0,others,0,others,0,0,0,0,0,0,5,1,60919,86,278,152.8800871,0,0,0,0,0,0,Rest,Sweetbriar,168.9556556,168.9556556,0
-97.77659452,30.19904087,548,528263.2155,0.005717735,0.028391023,0.944691157,0.003688451,1,0,0,others,0,others,0,0,0,0,0,0,11,1,60919,85.8,277,157.0124188,0,0,0,0,0,0,Rest,Sweetbriar,188.7761577,188.7761577,0
-97.77784114,30.19266283,550,569948.0466,0.012127767,0.029896031,0.930215712,0.006149385,others,0,0,others,0,others,others,0,0,0,0,0,12,1,59526,278.6,287,191.0818232,0,0,0,0,0,0,Rest,Not Defined,201.8191689,198.0839724,3.735196533
-97.77603682,30.19208226,551,1021606.407,0.014224496,0.052272015,0.895990289,0.008641165,others,0,0,others,0,others,others,0,0,0,0,0,11,1,59526,278.4,305,185.8687949,0,0,0,0,0,0,Rest,Not Defined,214.9121294,191.4865337,23.42559577
-97.77352978,30.19138657,552,1936626.984,0.022559056,0.113498545,0.775691241,0.016481731,others,0,0,0,0,others,others,0,0,0,0,0,11,1,59526,144.4,342,201.7719829,0,0,0,0,0,0,Rest,Not Defined,161.2121555,161.2121555,0
-97.76532654,30.19273826,553,1270022.113,0.000994373,0.096998987,0.831119861,0.00130389,1,0,0,others,0,0,others,0,0,0.492647059,0,0,1,1,39467,251,470,168.1637193,1,0,0,0,0,0,Rest,Not Defined,252.7217366,227.3633582,25.35837841
-97.76787923,30.18942725,554,1615719.884,0.002521777,0.09825521,0.797383719,0.00748303,1,0,0,1,0,0,0,0,0,0,0,0,1,1,39467,145.6,444,139.7509891,0,0,0,0,0,0,Rest,Not Defined,164.1624201,164.1624201,0
-97.77413853,30.19177278,555,2173687.191,0.02165167,0.095849084,0.815207871,0.014391089,others,0,0,others,0,0,others,0,0,0,0,0,11,1,60919,261.2,330,237.1621626,0,0,0,0,0,0,Rest,Sweetbriar,231.9580574,231.9580574,0
-97.77795451,30.19297089,556,517239.1818,0.01181457,0.026183286,0.934958564,0.005990578,others,0,0,others,0,0,others,0,0,0,0,0,12,1,60919,195.2,285,297.1782815,0,0,0,0,0,0,Rest,Sweetbriar,241.2525078,241.2525078,0
-97.77690803,30.19739187,558,742030.9273,0.008095079,0.027961704,0.945234653,0.003507594,1,0,0,1,0,0,0,0,0,0,0,0,11,1,60919,72.6,278,279.6238695,0,0,0,0,0,0,Rest,Sweetbriar,265.9984207,265.9984207,0
-97.77551477,30.20214533,559,394440.3115,0.005207562,0.02413618,0.929806537,0.003402986,1,0,0,others,0,0,others,0,0,0.816425121,0,0,11,1,60919,257.8,276,601.869211,0,1,0,0,0,0,Rest,Sweetbriar,571.7350746,571.7350746,0
-97.7737329,30.20710733,560,516870.9667,0.005261133,0.017781193,0.94397753,0.000696232,1,0,0,others,0,others,0,0,0,0,0,0,1,1,60919,86.6,278,162.3526148,0,0,0,0,0,0,Rest,East Congress,161.0165582,161.0165582,0
-97.76725101,30.2173777,565,1538327.967,0.004152291,0.056134007,0.806833198,0.07640942,1,0,0,others,0,others,0,0,0,0,0,0,2,1,63551,86.2,263,454.0592929,0,0,0,0,0,0,Rest,East Congress,287.2663768,287.2663768,0
-97.76094296,30.22824773,568,2594404.853,0.012161103,0.040430958,0.86381159,0.025118633,1,0,0,others,0,others,0,0,0,0,0,0,17,1,43289,86.2,274,174.0906589,0,0,0,0,0,0,Rest,St. Edwards,215.9449178,215.9449178,0
-97.75983746,30.23005522,569,817548.2195,0.012319761,0.036176004,0.899715584,0.015775735,1,0,0,others,0,others,0,0,0,0,0,0,20,1,43289,86.2,275,186.8151014,0,0,0,0,0,0,Rest,St. Edwards,206.6827201,206.6827201,0
-97.75632993,30.23534693,571,1401670.705,0.012380131,0.048222111,0.907191008,0.002953386,1,0,0,others,0,others,0,0,0,0,0,0,33,1,43289,86.2,270,195.4312513,0,0,0,0,0,0,Rest,St. Edwards,212.7510453,212.7510453,0
-97.75242262,30.24168937,573,1177960.466,0.013471119,0.061107233,0.890146676,0.001013806,1,0,0,others,0,others,0,0,0,0,0,0,38,1,43289,86.2,241,195.0491532,0,0,0,0,0,0,Rest,South River City,224.8329293,224.8329293,0
-97.75121189,30.24502402,574,1310761.641,0.012147255,0.063233134,0.885493162,0.001279724,1,0,0,others,0,others,0,0,0,0,0,0,98,1,80117,86.2,219,196.6787936,0,0,0,0,0,0,Rest,South River City,232.4067779,232.4067779,0
-97.74878917,30.25153144,576,1866915.818,0.012261247,0.061131212,0.862220036,0.001687336,1,0,0,others,0,others,0,0,0,0,0,0,257,1,80117,86.6,203,201.6052956,0,0,0,0,0,0,Rest,South River City,240.3393419,240.3393419,0
-97.74738952,30.25534046,577,3064122.96,0.014871657,0.087089937,0.766731943,0.001732558,1,0,0,others,0,others,0,0,0,0,0,0,254,1,80117,86.6,186,196.0052974,0,0,0,0,0,0,Rest,South River City,236.3404571,236.3404571,0
-97.74299518,30.27440792,590,6282681.788,0.030302851,0.178222606,0.106392195,0.002839703,1,0,others,0,others,0,0,0,0,0,0,0,25,1,62604,126.4,95,67.56009114,0,0,0,0,0,0,CBD,Downtown,73.53952026,73.53952026,0
-97.7425576,30.27558669,591,6743339.369,0.058696671,0.141829149,0.135489057,0.008860962,1,0,0,others,0,others,others,0,0,0.760532151,0,0,25,1,62604,717,107,705.5224416,0,1,0,1,1,0,CBD,Downtown,748.9929653,748.9929653,0
-97.74189415,30.27738322,593,6843128.788,0.076545847,0.138471002,0.172600283,0.009896755,others,0,others,others,others,others,others,others,0,0.235690236,others,0,6,1,62604,539.4,159,207.6784351,0,0,0,1,0,0,CBD,Downtown,208.3450768,208.3450768,0
-97.74130217,30.28956671,599,7122225.75,0.0624378,0.153737857,0.62000948,0,1,0,others,others,others,others,others,0,0,0.301724138,0,0,10,1,18438,430.4,635,219.414237,0,0,0,1,0,0,UT,UT,222.7981518,222.7981518,0
-97.74203,30.29639,602,1333431.417,0.01214317,0.073838328,0.812545543,0,1,0,0,others,0,others,0,0,0,0,0,0,12,1,18438,209.4,406,246.08335,0,0,0,0,0,0,Rest,North University,284.7973129,284.7973129,0
-97.741153,30.29778058,603,1124894.599,0.019346494,0.071784164,0.802783287,0,1,0,0,others,0,others,0,0,0,0,0,0,12,1,41711,209.4,330,759.8072379,0,0,0,0,0,0,Rest,North University,469.5086247,469.5086247,0
-97.73939294,30.30063923,604,1035033.552,0.016598197,0.068540428,0.807666172,0,1,0,0,others,0,others,0,0,0,0,0,0,4,1,41711,209.4,181,280.1630178,0,0,0,0,0,0,Rest,North University,292.1461527,292.1461527,0
-97.73815161,30.30252622,605,986575.7785,0.018882727,0.063554364,0.816396994,0.001211632,1,0,0,others,0,others,0,0,0,0,0,0,2,1,41711,92.6,144,245.1808356,0,0,0,0,0,0,Rest,North University,245.8919838,245.8919838,0
-97.73694997,30.30441786,606,2024702.52,0.021961881,0.05923644,0.816634915,0.001265153,1,0,0,others,0,others,others,0,0,0.779816514,0,0,2,1,59514,280.6,136,859.4790419,0,1,0,0,0,0,Rest,Hyde Park,833.9288846,833.9288846,0
-97.73578712,30.30623354,607,2146990.635,0.024389647,0.055486973,0.826876848,0.001282967,1,0,0,others,0,others,0,0,0,0,0,0,2,1,59514,92.6,133,247.4841117,0,0,0,0,0,0,Rest,Hyde Park,233.4944665,233.4944665,0
-97.73434,30.3085,608,1077748.329,0.030410039,0.044956735,0.853043805,0.001416746,1,0,0,others,0,others,0,0,0,0,0,0,2,1,59514,92.6,136,244.188753,0,0,0,0,0,0,Rest,Hyde Park,229.9131668,229.9131668,0
-97.73293,30.31073,609,1452967.554,0.024228578,0.036629063,0.898353401,0.001526615,1,0,0,others,0,others,0,0,0,0,0,0,1,1,59514,92.4,147,237.476233,0,0,0,0,0,0,Rest,Hyde Park,235.4660932,235.4660932,0
-97.73226373,30.31481615,610,4709812.099,0.023534705,0.041135834,0.902429359,0,1,0,0,others,0,others,others,0,0,0.779816514,0,0,1,1,61322,280.6,157,763.8362957,0,1,0,0,0,0,Rest,Triangle State,781.1089387,781.1089387,0
-97.73094729,30.31841105,611,3115092.998,0.023638916,0.032193083,0.910439595,0.001964588,1,0,0,others,0,others,0,0,0,0,0,0,20,1,61322,92.6,167,226.9456492,0,0,0,0,0,0,Rest,Triangle State,219.8789953,219.8789953,0
-97.72909732,30.32131934,612,1674582.901,0.027242787,0.031543847,0.911039048,0.001703182,1,0,0,others,0,others,0,0,0,0,0,0,28,1,61322,92.6,166,710.0451101,0,0,0,0,0,0,Rest,North Loop,377.7332905,377.7332905,0
-97.72819,30.32278,613,2042557.957,0.026901458,0.031532264,0.910897478,0.002755965,1,0,0,others,0,others,0,0,0,0,0,0,50,1,61322,92.4,164,219.5146223,0,0,0,0,0,0,Rest,North Loop,241.5319822,241.5319822,0
-97.72736752,30.32408628,614,1016490.155,0.023404761,0.031713077,0.917540868,0.002823521,1,0,0,others,0,others,0,0,0,0,0,0,56,1,53510,92.6,162,223.9105549,0,0,0,0,0,0,Rest,North Loop,220.6733807,220.6733807,0
-97.72637114,30.32564412,615,1238307.853,0.01909725,0.033775894,0.913335363,0.004259309,1,0,0,others,0,others,0,0,0,0,0,0,61,1,53510,92.4,158,224.1058167,0,0,0,0,0,0,Rest,North Loop,237.4380642,237.4380642,0
-97.7235334,30.33018112,617,1176985.804,0.012624642,0.055192273,0.874162658,0.018823159,1,0,0,others,0,others,0,0,0,0,0,0,43,1,53510,92.6,154,229.1356885,0,0,0,0,0,0,Rest,Highland,240.2028888,240.2028888,0
-97.72121,30.33387,618,1020551.095,0.009396021,0.04155711,0.90161797,0.01404203,1,0,0,others,0,others,0,0,0,0,0,0,9,1,53510,92.4,165,225.5339192,0,0,0,0,0,0,Rest,Highland,224.2561371,224.2561371,0
-97.71951065,30.33654102,619,1190103.424,0.00306995,0.033418422,0.90052428,0.010979013,1,0,0,others,0,others,0,0,0,0,0,0,1,1,53510,92.4,194,221.7424083,0,0,0,0,0,0,Rest,Highland,226.7732619,226.7732619,0
-97.71791418,30.33957656,620,2140188.544,0.003328257,0.035388491,0.880370564,0.011030831,1,0,0,others,0,others,0,0,0,0,0,0,1,1,110226,92.2,234,191.4292004,0,0,0,0,0,0,Rest,Crestview,173.1725146,173.1725146,0
-97.71492,30.34385,622,962758.153,0.004076656,0.032695083,0.889691937,0.005240253,1,0,0,others,0,others,0,0,0,0,0,0,8,1,43136,92.6,291,246.4004577,0,0,0,0,0,0,Rest,Highland,256.9555181,256.9555181,0
-97.71155795,30.34828348,623,482550.3773,0.011680905,0.073667691,0.828698827,0.027557377,1,0,0,1,0,0,0,0,0,0,0,0,8,1,43136,73.2,333,461.4171077,0,0,0,0,0,0,Rest,Georgian Acres,389.5568026,389.5568026,0
-97.7057297,30.3531206,624,728262.9133,0.007727019,0.033482128,0.911400814,0.019381478,1,0,0,1,0,0,0,0,0,0,0,0,11,1,38822,73.2,393,461.9396615,0,0,0,0,0,0,Rest,Georgian Acres,436.8035314,436.8035314,0
-97.70292677,30.35517358,626,545577.126,0.002310795,0.0256277,0.931145444,0.015587111,1,0,0,1,0,0,0,0,0,0,0,0,11,1,38822,73.2,410,921.4328222,0,0,0,0,0,0,Rest,Georgian Acres,648.9960782,648.9960782,0
-97.70123967,30.35640487,627,462855.8248,0.004993204,0.029179626,0.941055852,0.006044487,1,0,0,1,0,0,0,0,0,0,0,0,16,1,38822,73.2,416,466.5206231,0,0,0,0,0,0,Rest,Georgian Acres,458.6525893,458.6525893,0
-97.69962717,30.35813794,628,605896.8484,0.006341598,0.034022865,0.925022771,0.003231568,1,0,0,1,0,0,0,0,0,0,0,0,27,1,38822,73.2,430,458.0155308,0,0,0,0,0,0,Rest,Georgian Acres,436.4991261,436.4991261,0
-97.69835,30.27361,634,441070.6026,0.021392313,0.025051011,0.824507225,0.012110758,others,0,0,0,0,others,others,0,0,0,0,0,5,1,44323,138,156,279.2478052,0,0,0,0,0,0,Rest,Rosewood,250.6206806,250.6206806,0
-97.70456793,30.27255583,635,449880.198,0.021706803,0.022589934,0.836038072,0.006754201,others,0,0,0,0,others,others,0,0,0,0,0,17,1,44323,137.8,129,285.4336579,0,0,0,0,0,0,Rest,Rosewood,254.0047681,254.0047681,0
-97.70624079,30.27250917,636,549432.793,0.020358858,0.015124824,0.842038026,0.006994236,others,0,0,0,0,others,others,0,0,0,0,0,17,1,44323,137.8,125,284.372125,0,0,0,0,0,0,Rest,Rosewood,260.8784237,260.8784237,0
-97.70829629,30.27231946,637,568053.6573,0.023220461,0.013319514,0.842453031,0.006764889,others,0,0,0,0,others,others,0,0,0,0,0,17,1,44323,137.8,124,288.1340083,0,0,0,0,0,0,Rest,Rosewood,277.801909,277.801909,0
-97.71064886,30.27123633,638,744694.7792,0.019349393,0.016511746,0.869085549,0.003863255,others,0,0,0,0,others,others,0,0,0,0,0,17,1,44323,138,124,293.2432268,0,0,0,0,0,0,Rest,Rosewood,274.07751,274.07751,0
-97.72550739,30.26875576,642,712421.3489,0.030639392,0.064332491,0.721599715,0.018016741,others,0,0,0,0,others,others,0,0,0,0,0,29,1,40000,138,134,295.2413006,0,0,0,0,0,0,Rest,Central East Austin,288.9430832,288.9430832,0
-97.73421237,30.27089304,645,3841311.293,0.032635043,0.186196099,0.460532903,0.011554764,others,0,0,0,0,others,others,0,0,0,0,0,2,1,119924,138.4,114,241.83335,0,0,0,0,0,0,CBD,Downtown,265.5934821,265.5934821,0
-97.73124103,30.26986048,657,2460807.749,0.037390765,0.129080294,0.559369652,0.029316375,others,0,0,0,0,others,others,0,0,0,0,0,7,1,40000,138.8,124,293.5759449,0,0,0,0,0,0,Rest,Central East Austin,308.3586759,308.3586759,0
-97.72968099,30.2692707,658,2700644.806,0.033595633,0.095928734,0.599655954,0.038090143,others,0,0,0,0,others,others,0,0,0,0,0,19,1,82054,138.8,129,291.4837132,0,0,0,0,0,0,Rest,Central East Austin,302.775677,302.775677,0
-97.72781951,30.26861325,659,962295.6266,0.030244621,0.07785078,0.652416672,0.033237849,others,0,0,0,0,others,others,0,0,0,0,0,29,1,82054,139.4,134,288.8104518,0,0,0,0,0,0,Rest,Central East Austin,301.9015973,301.9015973,0
-97.72604945,30.26852996,660,579907.6966,0.033052454,0.067662547,0.706873841,0.019249051,others,0,0,0,0,others,others,0,0,0,0,0,29,1,40000,140,135,286.8165979,0,0,0,0,0,0,Rest,Central East Austin,280.3311397,280.3311397,0
-97.72446,30.26878,661,626986.9678,0.03052323,0.062918596,0.74651945,0.012620329,others,0,0,0,0,others,others,0,0,0,0,0,29,1,40000,139.8,134,282.3426991,0,0,0,0,0,0,Rest,Central East Austin,281.1127399,281.1127399,0
-97.71860068,30.26969617,663,1349594.5,0.027463783,0.025457263,0.851489385,0.000310752,others,0,0,0,0,others,others,0,0,0,0,0,28,1,40000,140,129,293.2212415,0,0,0,0,0,0,Rest,Central East Austin,248.818005,248.818005,0
-97.71674,30.27,664,523033.8589,0.028060139,0.025643894,0.871181856,0.000735179,others,0,0,0,0,others,others,0,0,0,0,0,32,1,40000,140,127,291.1019839,0,0,0,0,0,0,Rest,Central East Austin,267.6757918,267.6757918,0
-97.71088004,30.27098778,665,702146.6665,0.018731877,0.015392597,0.875742666,0.003251709,others,0,0,0,0,others,others,0,0,0,0,0,16,1,44323,140,125,288.8625919,0,0,0,0,0,0,Rest,Rosewood,247.5926933,247.5926933,0
-97.70514373,30.27235735,666,485575.4296,0.02098255,0.021737068,0.836000082,0.006893118,others,0,0,0,0,others,others,0,0,0,0,0,17,1,44323,140.2,127,272.8238168,0,0,0,0,0,0,Rest,Rosewood,261.3807222,261.3807222,0
-97.70232089,30.27278742,667,300730.1139,0.026189958,0.026452726,0.826191258,0.010168963,others,0,0,0,0,others,others,0,0,0,0,0,17,1,44397,140.2,138,183.9444595,0,0,0,0,0,0,Rest,Govalle,218.8742475,218.8742475,0
-97.6984274,30.27343427,668,438265.5942,0.022801286,0.025960209,0.821434926,0.012322148,0,0,0,0,0,0,1,0,0,0,0,0,5,1,44397,128.8,157,236.4233248,0,0,0,0,0,0,Rest,Govalle,291.8831219,291.8831219,0
-97.69129579,30.27353366,669,167256.7159,0.013616558,0.015505743,0.891897755,0.003892924,0,0,0,0,0,0,1,0,0,0,0,0,10,1,43958,256.4,207,335.9196982,0,0,0,0,0,0,Rest,MLK,269.4125528,269.4125528,0
-97.73436184,30.35065955,675,608596.529,0.004912812,0.04243006,0.934012744,0.001246745,1,0,0,1,0,0,0,0,0,0,0,0,11,1,105833,71,274,242.392892,0,0,0,0,0,0,Rest,Allandale,267.1514595,267.1514595,0
-97.73867123,30.34269291,678,1593402.655,0.005633931,0.029199813,0.941520146,0.007174546,1,0,0,1,0,0,0,0,0,0,0,0,8,1,105833,71,264,249.0198071,0,0,0,0,0,0,Rest,Allandale,242.1026387,242.1026387,0
-97.73968146,30.32499908,684,1247410.42,0.009208738,0.043528471,0.899113285,0.002710553,1,0,0,others,0,0,others,0,0,0.735714286,0,0,20,1,84673,258.4,194,667.6452171,0,0,0,0,1,0,Rest,Allandale,585.6982011,585.6982011,0
-97.73943584,30.32221273,685,1174819.287,0.009511718,0.047681257,0.900679657,0.001115155,1,0,0,1,0,0,0,0,0,0,0,0,19,1,84673,70.8,181,270.4908294,0,0,0,0,0,0,Rest,Allandale,239.9000133,239.9000133,0
-97.73931346,30.32033263,686,743510.9235,0.014683232,0.05443529,0.876115349,0.001169207,1,0,0,1,0,0,0,0,0,0,0,0,16,1,84673,70.8,167,271.0472059,0,0,0,0,0,0,Rest,Rosedale,279.8710166,279.8710166,0
-97.73995173,30.31812557,687,781699.2839,0.014036409,0.050520627,0.863131698,0.000636543,1,0,0,1,0,0,0,0,0,0,0,0,15,1,84673,70.8,153,273.7235957,0,0,0,0,0,0,Rest,Rosedale,268.6483672,268.6483672,0
-97.74162146,30.31552807,688,916589.9853,0.010450817,0.03574489,0.877648119,0.00059935,1,0,0,1,0,0,0,0,0,0,0,0,15,1,84673,70.8,142,274.888778,0,0,0,0,0,0,Rest,Rosedale,268.2043504,268.2043504,0
-97.742371,30.3124743,689,787683.5152,0.010327099,0.031602944,0.873451882,0.000650504,1,0,0,1,0,0,0,0,0,0,0,0,6,1,60882,70.8,129,278.3793829,0,0,0,0,0,0,Rest,Rosedale,293.7665814,293.7665814,0
