X,Y,STOP_ID,building_area,civic,commercial,residential,industrial,SN_cat,Crosstown_cat,Express_cat,Local_cat,Flyer_cat,NightOwl_cat,HighFreq_cat,InOut_cat,Clockwise_cat,hotline_1,utshuttle_cat,Special_cat,school_count,stadium_count,medInc,count,population,mean_on,r7,r801,r10,r20,r803,r300,typology,label,pred_xgb,xgb,Differences
-97.73160014,30.33102405,968,745399.6224,0.016728729,0.030880354,0.903135156,0.002652884,1,0,0,1,0,0,0,0,0,0,0,0,51,1,61333,69.6,185,137.4170342,0,0,0,0,0,0,Rest,Brentwood,134.4285626,134.4285626,0
-97.7329575,30.3288663,969,857997.6207,0.018472417,0.039489544,0.880412999,0.00469547,1,0,0,1,0,0,0,0,0,0,0,0,50,1,72266,69.6,180,140.4305455,0,0,0,0,0,0,Rest,Brentwood,128.4349431,128.4349431,0
-97.73450517,30.32646068,970,794802.0021,0.020109663,0.072532346,0.822870393,0.005417316,1,0,0,1,0,0,0,0,0,0,0,0,51,1,72266,69.6,176,144.7886872,0,0,0,0,0,0,Rest,Brentwood,127.5485901,127.5485901,0
-97.73584927,30.32429563,971,835197.6728,0.018284139,0.070360462,0.849737023,0.002772536,1,0,0,1,0,0,0,0,0,0,0,0,46,1,72266,69.6,174,146.4198392,0,0,0,0,0,0,Rest,Brentwood,139.2280005,139.2280005,0
-97.73695461,30.32257101,972,751354.5122,0.018217774,0.062227882,0.865421484,0.002723865,1,0,0,1,0,0,0,0,0,0,0,0,35,1,72266,69.6,172,146.4249087,0,0,0,0,0,0,Rest,Brentwood,140.6480193,140.6480193,0
-97.73587302,30.32053842,973,2343599.029,0.020423863,0.065230888,0.859775639,0.002522335,1,0,0,1,0,0,0,0,0,0,0,0,34,1,72266,69.6,164,146.0449192,0,0,0,0,0,0,Rest,Brentwood,138.2883281,138.2883281,0
-97.73646302,30.3185474,974,4464929.408,0.018615635,0.059217906,0.862906221,0.000705661,others,others,0,others,0,0,0,0,0,0,0,0,15,1,68611,139.4,156,97.53218902,0,0,0,0,0,0,Rest,Brentwood,99.50911922,99.50911922,0
-97.7368871,30.31298018,977,1361199.326,0.02209844,0.073486216,0.803281667,0.002479238,0,1,0,0,0,0,0,0,0,0,0,0,7,1,68611,71.4,129,58.8903026,0,0,0,0,0,0,Rest,Triangle State,70.11564233,70.11564233,0
-97.73261795,30.31060658,978,1022635.801,0.025395209,0.032382066,0.905955384,0.001483705,0,1,0,0,0,0,0,0,0,0,0,0,1,1,59514,71.4,149,69.33166104,0,0,0,0,0,0,Rest,Hyde Park,98.67462976,98.67462976,0
-97.73039186,30.30953467,979,763210.5646,0.020987173,0.029905865,0.916812113,0.001170303,0,others,0,0,0,0,0,others,0,0,others,0,1,1,59514,151.4,164,215.3655519,0,0,0,0,0,0,Rest,Hyde Park,208.6310934,208.6310934,0
-97.72867382,30.30834951,980,715699.6927,0.015874753,0.023421993,0.934513228,0.000928178,0,0,0,0,0,0,0,1,0,0,1,0,1,1,59514,80,174,411.1176622,0,0,0,0,0,0,Rest,Hyde Park,334.8815777,334.8815777,0
-97.7297315,30.30669688,981,832000.9859,0.018332975,0.025581742,0.919949508,0.000968447,0,0,0,0,0,0,0,1,0,0,1,0,2,1,59514,80,162,445.7214871,0,0,0,0,0,0,Rest,Hyde Park,463.4182126,463.4182126,0
-97.73178617,30.30349785,982,2367013.695,0.015430706,0.032900495,0.909090784,0.000990568,0,0,0,0,0,0,0,1,0,0,1,0,2,1,59514,80,155,493.9364885,0,0,0,0,0,0,Rest,Hyde Park,415.1691579,415.1691579,0
-97.73313232,30.30138013,983,2478941.073,0.014723467,0.029635431,0.915346676,0.000945167,0,0,0,0,0,0,0,1,0,0,1,0,2,1,59514,80,162,622.6031153,0,0,0,0,0,0,Rest,Hyde Park,511.2400752,511.2400752,0
-97.7358159,30.29713034,985,1113296.602,0.016620317,0.039908577,0.886582079,0,0,0,0,0,0,0,0,1,0,0,1,0,13,1,41711,80,232,795.6079354,0,0,0,0,0,0,Rest,North University,684.0828479,684.0828479,0
-97.74336455,30.26296854,993,13863101.41,0.02100139,0.368641914,0.116722058,0.038021774,0,0,0,0,0,0,1,0,0,0,0,0,3,1,119924,122,150,458.9959247,0,0,0,0,0,0,CBD,Downtown,408.7062462,408.7062462,0
-97.73893225,30.26171153,995,11976912.7,0.031831619,0.209256012,0.41746382,0.057014438,0,0,0,0,0,0,1,0,0,0,0,0,10,1,119924,121.6,157,451.4466434,0,0,0,0,0,0,CBD,Downtown,460.6444713,460.6444713,0
-97.73183637,30.24597606,999,1800211.73,0.006498119,0.034363696,0.836494566,0.003086312,1,0,0,0,0,others,others,0,0,0.957142857,0,0,9,1,56958,261,326,815.3758402,1,0,0,1,0,0,Rest,Riverside,765.6846764,765.6846764,0
-97.72730939,30.24034333,1002,761572.8848,0.003531354,0.072800826,0.775766299,0.002664826,1,0,0,0,0,others,others,0,0,0.957142857,0,0,1,1,37638,261,388,778.6720106,1,0,0,1,0,0,Rest,Riverside,771.4906015,771.4906015,0
-97.72601453,30.23827522,1003,1028556.489,0.004340791,0.112579256,0.703755275,0.005033854,1,0,0,0,0,others,others,0,0,0.917808219,0,0,1,1,37638,136.6,412,642.2739301,0,0,0,1,0,0,Rest,Riverside,576.6851595,576.6851595,0
-97.72375971,30.23386704,1005,579518.4361,0,0.129416663,0.714669808,0.005033701,1,0,0,0,0,others,others,0,0,0.917808219,0,0,1,1,37638,136.2,395,577.4516455,0,0,0,1,0,0,Rest,Riverside,538.3291996,538.3291996,0
-97.72468138,30.2325987,1006,903285.0082,0,0.130068659,0.718541834,0.005391793,others,0,0,0,0,0,others,0,0,0.714285714,0,0,1,1,37638,171.2,385,467.4083483,0,0,0,0,0,1,Rest,Riverside,475.0074817,475.0074817,0
-97.72626337,30.22665502,1008,719291.9646,0,0.046915249,0.762182133,0.007174569,others,others,0,0,0,0,0,0,0,0,0,0,1,1,42744,116.6,318,131.2259535,0,0,0,0,0,0,Rest,Parker Lane,118.4981204,119.3940892,-0.895968786
-97.72348799,30.22603941,1009,873336.5356,0,0.015587938,0.792001233,0.007683357,1,1,0,0,0,0,0,0,0,0,0,0,1,1,42197,67.4,284,113.6265572,0,0,0,0,0,0,Rest,Pleasant Valley,136.2491854,136.2491854,0
-97.72184673,30.22702065,1010,1098782.974,0.010233248,0.031016792,0.747703906,0.016711953,1,1,0,0,0,0,0,0,0,0,0,0,1,1,42197,67.4,281,111.0827222,0,0,0,0,0,0,Rest,Pleasant Valley,141.7134239,141.7134239,0
-97.7213529,30.22931542,1011,1050535.975,0.017691053,0.064104781,0.696259541,0.007203533,1,1,0,0,0,0,0,0,0,0,0,0,2,1,42197,67.4,317,107.3588105,0,0,0,0,0,0,Rest,Pleasant Valley,144.055155,144.055155,0
-97.72038347,30.23212557,1012,933754.9511,0.008318587,0.081789378,0.707906514,0.010101221,1,1,0,0,0,0,0,0,0,0,0,0,1,1,42197,67.4,352,136.3413107,0,0,0,0,0,0,Rest,Pleasant Valley,178.3725975,178.3725975,0
-97.71704143,30.23131624,1013,789212.9837,0.01210352,0.038735454,0.842637885,0.004928373,1,others,0,0,0,0,others,0,0,0.656862745,0,0,8,1,42197,191.6,338,512.4145048,0,0,0,1,0,0,Rest,Pleasant Valley,555.9138767,555.9138767,0
-97.71464763,30.23035471,1014,448696.1813,0.014941129,0.010751812,0.864465313,0.003953465,1,others,0,0,0,0,others,0,0,0.656862745,0,0,8,1,42197,191.6,342,510.9808335,0,0,0,1,0,0,Rest,Pleasant Valley,512.603147,512.603147,0
-97.71232414,30.22916872,1015,748668.2915,0.012778548,0.01095787,0.865697253,0.005810236,1,others,0,0,0,0,others,0,0,0.656862745,0,0,8,1,42197,191.6,341,502.918925,0,0,0,1,0,0,Rest,Pleasant Valley,511.777645,511.777645,0
-97.71076569,30.22827741,1016,457326.6904,0.015920726,0.020082133,0.853834364,0.009294758,1,others,0,0,0,0,others,0,0,0.656862745,0,0,8,1,42197,191.6,341,501.2782159,0,0,0,1,0,0,Rest,Pleasant Valley,503.8696963,503.8696963,0
-97.70655792,30.22953908,1017,663954.1411,0.018920725,0.020777141,0.877669633,0.001303517,others,others,0,0,0,0,others,0,0,0,0,0,7,1,40353,261,408,244.6083162,0,0,0,0,0,0,Rest,Pleasant Valley,208.1201781,208.1201781,0
-97.71289781,30.22983277,1018,479393.1987,0.015432832,0.008269833,0.856189841,0.003560559,1,others,0,0,0,0,others,0,0,0.660377358,0,0,8,1,40353,199.2,348,556.1408382,0,0,0,1,0,0,Rest,Pleasant Valley,536.6330674,536.6330674,0
-97.71637,30.23136,1020,824619.6596,0.012311156,0.033257975,0.854412568,0.005012919,1,others,0,0,0,0,others,0,0,0.660377358,0,0,8,1,40353,199.4,343,564.8362084,0,0,0,1,0,0,Rest,Pleasant Valley,574.552206,574.552206,0
-97.71786136,30.23192786,1021,856941.6178,0.012007685,0.049304931,0.842828444,0.00488935,1,others,0,0,0,0,others,0,0,0.660377358,0,0,4,1,40353,199.4,344,647.5692428,0,0,0,1,0,0,Rest,Pleasant Valley,597.8974588,597.8974588,0
-97.72088384,30.23152567,1022,1030255.678,0.008547064,0.07551635,0.670974599,0.01037866,1,others,0,0,0,others,0,0,0,0,0,0,1,1,42197,81,348,158.0624876,0,0,0,0,0,0,Rest,Pleasant Valley,191.2464532,191.2464532,0
-97.72149306,30.22991387,1023,991652.5928,0.015432226,0.067735914,0.694702263,0.007209536,1,others,0,0,0,others,0,0,0,0,0,0,2,1,42197,81.2,328,160.0508746,0,0,0,0,0,0,Rest,Pleasant Valley,190.1101073,190.1101073,0
-97.72173054,30.22753384,1024,1095674.613,0.010922344,0.046940966,0.725136741,0.00957959,1,others,0,0,0,others,0,0,0,0,0,0,2,1,42197,81,289,163.4686228,0,0,0,0,0,0,Rest,Pleasant Valley,176.1855808,176.1855808,0
-97.72378369,30.22608309,1025,928056.5013,0,0.020409332,0.789854456,0.007771002,1,others,0,0,0,others,0,0,0,0,0,0,1,1,42197,81,287,166.3776316,0,0,0,0,0,0,Rest,Pleasant Valley,139.573519,139.573519,0
-97.72724125,30.22802764,1027,946984.319,0,0.083541634,0.692921462,0.002188499,others,0,0,0,0,0,others,0,0,0.714285714,0,0,1,1,42197,172,340,475.7393447,0,0,0,0,0,1,Rest,Pleasant Valley,461.475286,461.475286,0
-97.72529941,30.23109722,1028,1016827.626,0,0.113020028,0.68632108,0.005318506,others,0,0,0,0,0,others,0,0,0.714285714,0,0,1,1,42197,172,368,479.1631481,0,0,0,0,0,1,Rest,Pleasant Valley,416.8523198,416.8523198,0
-97.72436986,30.23570621,1029,1160169.771,0,0.159921779,0.618884115,0.008302562,others,0,0,0,0,0,others,0,0,0.729166667,0,0,1,1,67941,179.4,414,632.3511717,0,0,0,1,0,0,Rest,Riverside,467.2974443,467.2974443,0
-97.72563476,30.23806534,1030,1010963.207,0.004898416,0.127041368,0.666804137,0.005680511,others,0,0,0,0,0,others,0,0,0.729166667,0,0,1,1,67941,179.4,414,631.0305789,0,0,0,1,0,0,Rest,Riverside,629.2067601,629.2067601,0
-97.72759139,30.24114044,1032,1839105.42,0.003592132,0.071362196,0.763271244,0.00271069,1,0,0,0,0,others,others,0,0,0.958041958,0,0,1,1,67941,266.6,375,845.0607841,1,0,0,1,0,0,Rest,Riverside,830.1178102,830.1178102,0
-97.72888897,30.24286799,1033,2460957.91,0.007409352,0.066016418,0.765860997,0.007305462,1,0,0,0,0,others,others,0,0,0.958041958,0,0,1,1,67941,266.6,355,860.6010288,1,0,0,1,0,0,Rest,Riverside,786.8933524,786.8933524,0
-97.73196915,30.24650527,1034,1766502.341,0.006029866,0.030230745,0.845754319,0.002863913,others,0,0,0,0,others,others,others,0,0.728723404,others,0,9,1,67941,354.6,317,669.6101015,1,0,0,1,0,0,Rest,Riverside,672.7196648,672.7196648,0
-97.74084,30.26246,1038,11338118.42,0.028138758,0.288304832,0.252373092,0.049039799,0,0,0,0,0,0,1,0,0,0,0,0,7,1,119924,127.2,154,492.128481,0,0,0,0,0,0,CBD,Downtown,503.3531539,503.3531539,0
-97.74161795,30.28573833,1042,7658298.556,0.090050923,0.16188444,0.478990832,0.006710742,others,0,others,others,others,others,others,0,others,0.254545455,others,0,10,14,18438,510.2,572,212.5691159,0,0,0,1,0,0,UT,UT,216.2845756,216.2845756,0
-97.73434115,30.29921721,1049,945567.0057,0.014502664,0.025891843,0.910577532,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,41711,78,183,538.8241053,0,0,0,0,0,0,Rest,North University,576.0665006,576.0665006,0
-97.73282536,30.30159062,1051,2404942.796,0.014854311,0.030584274,0.915509128,0.000953567,0,0,0,0,0,0,0,1,0,0,1,0,2,1,59514,78,161,428.2242067,0,0,0,0,0,0,Rest,Hyde Park,435.5124153,435.5124153,0
-97.72961587,30.30661566,1053,822619.382,0.018130935,0.025299817,0.92083171,0.000957774,0,0,0,0,0,0,0,1,0,0,1,0,2,1,59514,78,163,343.8063316,0,0,0,0,0,0,Rest,Hyde Park,396.7097249,396.7097249,0
-97.72923512,30.30911167,1054,784277.7861,0.017176639,0.025656445,0.929772415,0.001020333,0,1,0,0,0,0,0,0,0,0,0,0,1,1,61322,71.4,172,74.05858462,0,0,0,0,0,0,Rest,Hyde Park,104.62006,104.62006,0
-97.73187799,30.31042454,1055,883314.2066,0.023716361,0.032572453,0.909310791,0.001385619,0,1,0,0,0,0,0,0,0,0,0,0,1,1,61322,71.4,154,62.96509231,0,0,0,0,0,0,Rest,Hyde Park,89.77964885,89.77964885,0
-97.73346844,30.31124997,1056,1416874.768,0.027003313,0.044366748,0.884312952,0.001626221,0,1,0,0,0,0,0,0,0,0,0,0,1,1,68611,71.4,143,59.09647692,0,0,0,0,0,0,Rest,Triangle State,119.0268773,119.0268773,0
-97.73724515,30.31339739,1057,1106099.95,0.022233993,0.073049677,0.807711388,0.002494445,0,1,0,0,0,0,0,0,0,0,0,0,10,1,68611,71.4,130,55.94063846,0,0,0,0,0,0,Rest,Triangle State,67.08521062,67.08521062,0
-97.73571666,30.31643357,1058,5104289.999,0.020729297,0.063382167,0.840879845,0.000851827,1,0,0,others,0,0,others,0,0,0.735714286,0,0,15,1,68611,259.6,148,595.5647699,0,0,0,0,1,0,Rest,Brentwood,576.5094709,576.5094709,0
-97.7351142,30.31738238,1059,5611210.182,0.018492542,0.061726815,0.862671321,0.000788904,1,0,0,1,0,0,0,0,0,0,0,0,15,1,68611,69.8,154,94.86428796,0,0,0,0,0,0,Rest,Brentwood,128.9729189,128.9729189,0
-97.73664678,30.31879072,1060,1925079.276,0.020649695,0.059170693,0.861536274,0.000695709,1,0,0,1,0,0,0,0,0,0,0,0,15,1,68611,69.8,157,94.67167296,0,0,0,0,0,0,Rest,Brentwood,116.35398,116.35398,0
-97.73598895,30.32070687,1061,2288939.242,0.018702293,0.065605997,0.859747269,0.002494656,1,0,0,1,0,0,0,0,0,0,0,0,34,1,72266,69.8,165,95.99741346,0,0,0,0,0,0,Rest,Brentwood,96.42211649,96.42211649,0
-97.73689186,30.32237096,1062,792437.8833,0.018345677,0.062766409,0.865939,0.002396639,1,0,0,1,0,0,0,0,0,0,0,0,35,1,72266,69.8,171,96.07855868,0,0,0,0,0,0,Rest,Brentwood,110.2852996,110.2852996,0
-97.73582418,30.32406065,1063,770560.4377,0.01856183,0.068727087,0.852235477,0.002814644,1,0,0,1,0,0,0,0,0,0,0,0,45,1,72266,69.8,173,95.05586919,0,0,0,0,0,0,Rest,Brentwood,105.4248695,105.4248695,0
-97.73448199,30.32618619,1064,763485.2869,0.020341829,0.073412859,0.822315813,0.004359859,1,0,0,1,0,0,0,0,0,0,0,0,51,1,72266,69.8,176,94.22475726,0,0,0,0,0,0,Rest,Brentwood,100.525378,100.525378,0
-97.73360277,30.32756476,1065,695985.9965,0.019746454,0.059994407,0.850968291,0.00493249,1,0,0,1,0,0,0,0,0,0,0,0,51,1,72266,69.8,177,93.75013542,0,0,0,0,0,0,Rest,Brentwood,104.4765845,104.4765845,0
-97.73267274,30.32903418,1066,822477.5793,0.018118484,0.039553875,0.883341782,0.004288894,1,0,0,1,0,0,0,0,0,0,0,0,50,1,72266,69.8,180,93.18126588,0,0,0,0,0,0,Rest,Brentwood,107.5012156,107.5012156,0
-97.73157978,30.33073718,1067,711154.1769,0.015893722,0.031306773,0.903024628,0.003022505,1,0,0,1,0,0,0,0,0,0,0,0,51,1,72266,69.8,184,93.3798412,0,0,0,0,0,0,Rest,Brentwood,95.06334845,95.06334845,0
-97.73068243,30.33281105,1068,727532.0201,0.014030493,0.02593827,0.918514436,0.002356612,1,0,0,1,0,0,0,0,0,0,0,0,32,1,61333,69.8,191,93.11877261,0,0,0,0,0,0,Rest,Brentwood,117.1177988,117.1177988,0
-97.730128,30.33457267,1069,663256.5064,0.011682544,0.024573262,0.925835762,0.00219417,1,0,0,1,0,0,0,0,0,0,0,0,31,1,61333,69.8,197,92.85112373,0,0,0,0,0,0,Rest,Brentwood,111.4928705,111.4928705,0
-97.72841998,30.33727905,1070,608740.7465,0.004336961,0.017932847,0.959128815,0.003302765,1,0,0,1,0,0,0,0,0,0,0,0,4,1,61333,69.8,210,91.98495915,0,0,0,0,0,0,Rest,Brentwood,136.0089483,136.0089483,0
-97.72659391,30.34017063,1072,571555.2026,0.00451675,0.005863066,0.965284938,0.001101284,1,0,0,1,0,0,0,0,0,0,0,0,4,1,61333,69.8,223,89.39829976,0,0,0,0,0,0,Rest,Brentwood,104.3188792,104.3188792,0
-97.7249844,30.34284937,1074,594116.4903,0.006006113,0.004636187,0.953172556,0.001170975,1,0,0,1,0,0,0,0,0,0,0,0,3,1,110226,69.8,235,86.74036163,0,0,0,0,0,0,Rest,Crestview,92.21107812,92.21107812,0
-97.72520981,30.34497706,1075,620311.9389,0.006891511,0.003175873,0.959314324,0.000736525,1,0,0,1,0,0,0,0,0,0,0,0,2,1,110226,69.8,241,85.42926824,0,0,0,0,0,0,Rest,Crestview,94.38645838,94.38645838,0
-97.7237609,30.34742954,1076,585925.2839,0.005790325,0.014769707,0.945438503,0,1,0,0,1,0,0,0,0,0,0,0,0,5,1,110226,69.8,250,82.91581547,0,0,0,0,0,0,Rest,Crestview,106.2559323,106.2559323,0
-97.72302,30.34989,1077,589688.4648,0.006107073,0.020447273,0.952488964,0,1,0,0,1,0,0,0,0,0,0,0,0,13,1,110226,69.8,253,80.9336588,0,0,0,0,0,0,Rest,Crestview,106.9420381,106.9420381,0
-97.72362,30.35279,1078,608783.5182,0.006109658,0.026410712,0.958788069,0.000359931,others,others,0,others,0,0,0,0,0,0,0,0,15,1,55429,141.6,257,105.4132035,0,0,0,0,0,0,Rest,Crestview,131.2383471,131.2383471,0
-97.72622,30.35401,1080,930762.876,0.00652241,0.031375855,0.951659978,0.000367113,others,others,0,others,0,0,0,0,0,0,0,0,15,1,55429,141.6,260,102.5070779,0,0,0,0,0,0,Rest,Wooten,115.9224672,115.9224672,0
-97.6760333,30.27639021,1084,54564.50621,0.02990765,0.003738915,0.754460379,0.013369334,0,0,0,1,0,0,0,0,0,0,0,0,6,1,46162,69.6,242,193.6659818,0,0,0,0,0,0,Rest,MLK-183,196.7098299,196.7098299,0
-97.67834978,30.27658795,1085,280099.5141,0.026130831,0.003324969,0.815059943,0.006700539,0,0,0,1,0,0,0,0,0,0,0,0,9,1,46162,69.6,230,197.2393129,0,0,0,0,0,0,Rest,MLK-183,206.7520151,206.7520151,0
-97.6810631,30.27988973,1089,245964.8436,0.019596338,0.004771459,0.86495386,0.001240371,0,0,0,1,0,0,0,0,0,0,0,0,8,1,46162,69.6,192,206.5979499,0,0,0,0,0,0,Rest,MLK-183,218.2442551,218.2442551,0
-97.68319592,30.27925504,1090,210096.8735,0.016443949,0.003995106,0.872724414,0.000686184,0,0,0,1,0,0,0,0,0,0,0,0,6,1,49583,69.6,183,212.6913486,0,0,0,0,0,0,Rest,MLK-183,197.7738403,197.7738403,0
-97.68547808,30.27836074,1091,354048.9634,0.013631146,0.002647641,0.883844939,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,49583,69.6,175,213.628364,0,0,0,0,0,0,Rest,MLK-183,211.9502072,211.9502072,0
-97.68668153,30.27894118,1092,319689.9744,0.015248766,0.002808948,0.88596973,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,49583,69.6,166,210.81528,0,0,0,0,0,0,Rest,MLK-183,176.9650817,176.9650817,0
-97.68953847,30.27863882,1093,373444.6,0.010428687,0.004607522,0.920721422,0.000239676,0,0,0,1,0,0,0,0,0,0,0,0,6,1,49583,69.6,158,216.2864715,0,0,0,0,0,0,Rest,MLK,186.9551627,186.9551627,0
-97.69446136,30.27786394,1094,222811.3467,0.016773815,0.014529813,0.87459782,0.002173744,0,0,0,1,0,0,0,0,0,0,0,0,1,1,49583,69.6,147,223.5357769,0,0,0,0,0,0,Rest,MLK,213.8712264,213.8712264,0
-97.70017774,30.27697755,1096,334776.114,0.015890619,0.022200445,0.864918724,0.0071843,0,0,0,1,0,0,0,0,0,0,0,0,4,1,49583,69.8,132,222.8928012,0,0,0,0,0,0,Rest,MLK,213.5687587,213.5687587,0
-97.70225759,30.27665389,1097,544148.1738,0.016917106,0.02434516,0.858189606,0.007671828,0,0,0,1,0,0,0,0,0,0,0,0,12,1,44323,70,128,234.7827404,0,0,0,0,0,0,Rest,Rosewood,261.8583895,261.8583895,0
-97.70423973,30.27634559,1098,615728.9797,0.01840831,0.024392339,0.859479857,0.009250592,0,0,0,1,0,0,0,0,0,0,0,0,17,1,44323,70,124,240.5430158,0,0,0,0,0,0,Rest,Rosewood,247.809549,247.809549,0
-97.7080935,30.27572262,1099,252782.0891,0.019082708,0.017728662,0.862443592,0.007891063,0,0,0,1,0,0,0,0,0,0,0,0,19,1,44323,70,122,241.1099149,0,0,0,0,0,0,Rest,Rosewood,262.7094678,262.7094678,0
-97.71046363,30.27535093,1100,276460.0341,0.018351689,0.012896464,0.886278738,0.005465446,0,0,0,1,0,0,0,0,0,0,0,0,21,1,44323,70,120,241.2426545,0,0,0,0,0,0,Rest,Rosewood,245.8565767,245.8565767,0
-97.71339943,30.27487928,1101,435119.4446,0.022545381,0.027341602,0.8665355,0.00188968,0,0,0,1,0,0,0,0,0,0,0,0,24,1,93554,70,116,255.518491,0,0,0,0,0,0,Rest,Chestnut,228.7229234,228.7229234,0
-97.71648558,30.27438978,1102,534517.8383,0.021714582,0.02866642,0.873924914,0.000780195,0,0,0,1,0,0,0,0,0,0,0,0,32,1,93554,70,113,259.9098366,0,0,0,0,0,0,Rest,Chestnut,222.0119965,222.0119965,0
-97.71914193,30.27396274,1103,575291.566,0.027293644,0.03199208,0.860690534,0.000352516,0,0,0,1,0,0,0,0,0,0,0,0,29,1,93554,70,111,253.4182067,0,0,0,0,0,0,Rest,Chestnut,224.4891596,224.4891596,0
-97.72186954,30.27352067,1105,601611.513,0.031642753,0.036976127,0.828030404,0.001204785,0,0,0,1,0,0,0,0,0,0,0,0,32,1,93554,70,111,257.9785259,0,0,0,0,0,0,Rest,Central East Austin,253.3144821,253.3144821,0
-97.72490042,30.2730592,1106,584947.565,0.0374711,0.039554913,0.807438094,0.001399524,0,0,0,1,0,0,0,0,0,0,0,0,32,1,93554,70,113,266.3218672,0,0,0,0,0,0,Rest,Central East Austin,268.1404131,268.1404131,0
-97.72684425,30.27272693,1107,606845.253,0.045323415,0.043147007,0.79068349,0.001213219,0,0,0,1,0,0,0,0,0,0,0,0,27,1,93554,70,113,267.738389,0,0,0,0,0,0,Rest,Central East Austin,247.9555255,247.9555255,0
-97.72923304,30.27235282,1108,586644.1139,0.046912679,0.051761014,0.726067133,0.003970169,0,0,0,1,0,0,0,0,0,0,0,0,18,1,93554,70,112,261.2522179,0,0,0,0,0,0,Rest,Central East Austin,229.8931052,229.8931052,0
-97.73084211,30.27208786,1109,6528783.849,0.045389124,0.085539097,0.642705755,0.005287232,0,0,0,1,0,0,0,0,0,0,0,0,9,1,93554,70,111,268.3912976,0,0,0,0,0,0,Rest,Central East Austin,263.6759427,263.6759427,0
-97.7313058,30.27188586,1113,6661687.376,0.042787618,0.094222474,0.609072224,0.008732148,0,0,0,1,0,0,0,0,0,0,0,0,7,1,40000,68.6,112,275.7584982,0,0,0,0,0,0,Rest,Central East Austin,235.2092268,235.2092268,0
-97.72784404,30.2724335,1114,595143.2545,0.048587187,0.04801507,0.76682196,0.001326234,0,0,0,1,0,0,0,0,0,0,0,0,25,1,40000,68.4,114,279.6240072,0,0,0,0,0,0,Rest,Central East Austin,249.9089637,249.9089637,0
-97.72000133,30.27369504,1118,578389.9716,0.029281743,0.034948629,0.849154188,0.000356787,0,0,0,1,0,0,0,0,0,0,0,0,30,1,40000,68.6,111,272.2950484,0,0,0,0,0,0,Rest,Central East Austin,239.2027721,239.2027721,0
-97.7128459,30.27481476,1121,395371.5533,0.018700296,0.024587597,0.871132637,0.001897591,0,0,0,1,0,0,0,0,0,0,0,0,20,1,44323,69.2,117,263.8380883,0,0,0,0,0,0,Rest,Rosewood,242.626973,242.626973,0
-97.71044057,30.27520264,1122,273649.635,0.018362966,0.013954718,0.885498487,0.005468805,0,0,0,1,0,0,0,0,0,0,0,0,20,1,44323,69.2,120,262.7524894,0,0,0,0,0,0,Rest,Rosewood,243.8284073,243.8284073,0
-97.70834872,30.2755333,1123,272271.4452,0.020111105,0.016647995,0.864452763,0.007540221,0,0,0,1,0,0,0,0,0,0,0,0,19,1,44323,69.6,122,262.0214285,0,0,0,0,0,0,Rest,Rosewood,239.8721029,239.8721029,0
-97.70634273,30.27586802,1124,495922.6456,0.019971525,0.017553368,0.860311773,0.008104658,0,0,0,1,0,0,0,0,0,0,0,0,17,1,44323,69.6,123,261.3981399,0,0,0,0,0,0,Rest,Rosewood,227.3444947,227.3444947,0
-97.70236257,30.27647396,1125,541500.947,0.018970871,0.024618254,0.853113647,0.007757888,0,0,0,1,0,0,0,0,0,0,0,0,12,1,44323,69.6,128,248.3111712,0,0,0,0,0,0,Rest,Rosewood,243.7413393,243.7413393,0
-97.70054738,30.27673092,1126,399143.7513,0.016587027,0.022150668,0.862337716,0.007315381,0,0,0,1,0,0,0,0,0,0,0,0,5,1,44323,69.4,132,245.8524933,0,0,0,0,0,0,Rest,Rosewood,242.7770739,242.7770739,0
-97.69708502,30.277301,1127,279393.386,0.015832358,0.017613596,0.876594099,0.006160856,0,0,0,1,0,0,0,0,0,0,0,0,1,1,49583,69.8,139,243.273437,0,0,0,0,0,0,Rest,MLK,207.5276705,207.5276705,0
-97.69440216,30.2777222,1128,218037.0682,0.016782486,0.014537324,0.87736957,0.002174868,0,0,0,1,0,0,0,0,0,0,0,0,1,1,49583,69.8,148,240.0904272,0,0,0,0,0,0,Rest,MLK,210.3517457,210.3517457,0
-97.68454407,30.27828241,1130,345485.4092,0.015119528,0.002653096,0.882777433,0.000497765,0,0,0,1,0,0,0,0,0,0,0,0,6,1,46162,69.8,181,229.2044303,0,0,0,0,0,0,Rest,MLK-183,227.8500125,227.8500125,0
-97.68261441,30.27940646,1131,256271.6599,0.016813837,0.004457909,0.870102937,0.00072856,0,0,0,1,0,0,0,0,0,0,0,0,7,1,46162,69.6,185,228.4092201,0,0,0,0,0,0,Rest,MLK-183,226.4854841,226.4854841,0
-97.68096592,30.27974431,1132,231163.8439,0.019239665,0.004764035,0.864428651,0.00077859,0,0,0,1,0,0,0,0,0,0,0,0,8,1,46162,69.8,193,223.2465547,0,0,0,0,0,0,Rest,MLK-183,205.5454919,205.5454919,0
-97.67569696,30.27658368,1137,253770.5894,0.030477107,0.003810106,0.747326844,0.019146198,0,0,0,1,0,0,0,0,0,0,0,0,6,1,46162,69.8,244,216.8301749,0,0,0,0,0,0,Rest,MLK-183,195.5630279,195.5630279,0
